nome,points,ranking,details,kimono,category,belt,division,gender
Thalison Vitorino Soares,534,1,https://ibjjf.com/athletes/thalison-soares-4b85cd0d60b5,ranking-geral-gi,adult,black,rooster,male
Lucas dos Santos Pinheiro,261,2,https://ibjjf.com/athletes/lucas-pinheiro,ranking-geral-gi,adult,black,rooster,male
Samuel David Marquez,165,3,https://ibjjf.com/athletes/samuel-marquez,ranking-geral-gi,adult,black,rooster,male
Everton Celio de Souza Teixeira,162,4,https://ibjjf.com/athletes/everton-teixeira,ranking-geral-gi,adult,black,rooster,male
Welerson Gonçalves da Silva,147,5,https://ibjjf.com/athletes/welerson-silva,ranking-geral-gi,adult,black,rooster,male
Luciano Alex da Cunha Vieira,129,6,https://ibjjf.com/athletes/luciano-vieira,ranking-geral-gi,adult,black,rooster,male
Oziel Santos de Carvalho,118,7,https://ibjjf.com/athletes/oziel-carvalho,ranking-geral-gi,adult,black,rooster,male
Lucas de Souza Castro,108,8,https://ibjjf.com/athletes/lucas-castro-bd7e9e261a9b,ranking-geral-gi,adult,black,rooster,male
Carlos Alberto Oliveira da Silva,107,9,https://ibjjf.com/athletes/carlos-silva-08a7e43a3669,ranking-geral-gi,adult,black,rooster,male
Frank Cespedes,104,10,https://ibjjf.com/athletes/frank-cespedes,ranking-geral-gi,adult,black,rooster,male
Emerson Cassio Monteiro Da Silva,204,1,https://ibjjf.com/athletes/emerson-silva-8582a02637ad,ranking-geral-gi,master,black,rooster,male
Cícero Lívio Ribeiro S. Paiva,189,2,https://ibjjf.com/athletes/cicero-paiva,ranking-geral-gi,master,black,rooster,male
André Barbosa da Silva Moura,144,3,https://ibjjf.com/athletes/andre-moura-4a792fd5674f,ranking-geral-gi,master,black,rooster,male
Eduardo Barboza da Silva,132,4,https://ibjjf.com/athletes/eduardo-silva-7c8b1eb758ed,ranking-geral-gi,master,black,rooster,male
Osamah Ali Ali Almarwai,126,5,https://ibjjf.com/athletes/osamah-almarwai,ranking-geral-gi,master,black,rooster,male
Carlos Alberto Florez,108,6,https://ibjjf.com/athletes/carlos-florez,ranking-geral-gi,master,black,rooster,male
Mauro Leopoldo Lima de Freitas,81,7,https://ibjjf.com/athletes/mauro-freitas,ranking-geral-gi,master,black,rooster,male
Deeysson Borges Cardoso,72,8,https://ibjjf.com/athletes/deeysson-cardoso,ranking-geral-gi,master,black,rooster,male
Dustin M. Ordinario,72,8,https://ibjjf.com/athletes/dustin-ordinario,ranking-geral-gi,master,black,rooster,male
João Pedro Oliveira Rodrigues,63,10,https://ibjjf.com/athletes/joao-rodrigues-aaa3701ae50b,ranking-geral-gi,master,black,rooster,male
Santiago Guerra,213,1,https://ibjjf.com/athletes/santiago-guerra,ranking-geral-gi,adult,brown,rooster,male
Michael Jalen B. Fonacier,144,2,https://ibjjf.com/athletes/michael-fonacier,ranking-geral-gi,adult,brown,rooster,male
Kleber Barboza Alves,144,2,https://ibjjf.com/athletes/kleber-alves,ranking-geral-gi,adult,brown,rooster,male
Ethan Shane Johnston,87,4,https://ibjjf.com/athletes/ethan-johnston,ranking-geral-gi,adult,brown,rooster,male
Kai Takasugi,81,5,https://ibjjf.com/athletes/kai-takasugi,ranking-geral-gi,adult,brown,rooster,male
Alexandre Matheus Nobrega de Souza,72,6,https://ibjjf.com/athletes/alexandre-souza-f871dc714088,ranking-geral-gi,adult,brown,rooster,male
Rhuan Victor Oliveira de Souza,72,6,https://ibjjf.com/athletes/rhuan-souza,ranking-geral-gi,adult,brown,rooster,male
Sérgio Reis Domingos Junior,63,8,https://ibjjf.com/athletes/sergio-junior,ranking-geral-gi,adult,brown,rooster,male
Thiago Zomer Siqueira,56,9,https://ibjjf.com/athletes/thiago-siqueira-68b9febb6509,ranking-geral-gi,adult,brown,rooster,male
Yuri da Silva Campos,54,10,https://ibjjf.com/athletes/yuri-campos,ranking-geral-gi,adult,brown,rooster,male
Daniel Jaenisch Lopes,207,1,https://ibjjf.com/athletes/daniel-lopes-8f0c74dbe068,ranking-geral-gi,master,brown,rooster,male
Robiel Zerazion Tesfaldet,108,2,https://ibjjf.com/athletes/robiel-tesfaldet,ranking-geral-gi,master,brown,rooster,male
Dylan Taylor Nguyen,82,3,https://ibjjf.com/athletes/dylan-nguyen,ranking-geral-gi,master,brown,rooster,male
German Edison Caicedo Lopez,72,4,https://ibjjf.com/athletes/german-lopez,ranking-geral-gi,master,brown,rooster,male
Akira Owada,54,5,https://ibjjf.com/athletes/akira-owada,ranking-geral-gi,master,brown,rooster,male
Luis Angel G. Rosito,50,6,https://ibjjf.com/athletes/luis-rosito,ranking-geral-gi,master,brown,rooster,male
Jeison Camilo  Mora Pineda,50,6,https://ibjjf.com/athletes/jeison-pineda,ranking-geral-gi,master,brown,rooster,male
Omar Eduardo Alfaro Solis,48,8,https://ibjjf.com/athletes/omar-solis,ranking-geral-gi,master,brown,rooster,male
Ronaldo Coelho Vello Neto,42,9,https://ibjjf.com/athletes/ronaldo-neto,ranking-geral-gi,master,brown,rooster,male
Lucas Silva Miranda,24,10,https://ibjjf.com/athletes/lucas-miranda-757a46ec9596,ranking-geral-gi,master,brown,rooster,male
Raimundo Ítalo Pereira de Almeida,234,1,https://ibjjf.com/athletes/raimundo-almeida-8eb0cc65a7ce,ranking-geral-gi,adult,purple,rooster,male
Wesley Teixeira Pinto,151,2,https://ibjjf.com/athletes/wesley-pinto,ranking-geral-gi,adult,purple,rooster,male
Vitor Crizel Almeida,108,3,https://ibjjf.com/athletes/vitor-almeida-397a91b31570,ranking-geral-gi,adult,purple,rooster,male
Tri Thien Quang,93,4,https://ibjjf.com/athletes/tri-quang,ranking-geral-gi,adult,purple,rooster,male
Kauan Souza dos Santos,90,5,https://ibjjf.com/athletes/kauan-santos-0d5d72c7285c,ranking-geral-gi,adult,purple,rooster,male
Patrick Aaron Deleon,90,5,https://ibjjf.com/athletes/patrick-deleon,ranking-geral-gi,adult,purple,rooster,male
Henry A Tjondro,72,7,https://ibjjf.com/athletes/henry-tjondro,ranking-geral-gi,adult,purple,rooster,male
Kaelin Richard Matthews,67,8,https://ibjjf.com/athletes/kaelin-matthews,ranking-geral-gi,adult,purple,rooster,male
Angel Neville Robles Vargas,44,9,https://ibjjf.com/athletes/angel-vargas,ranking-geral-gi,adult,purple,rooster,male
Gabriel Melo do Nascimento,43,10,https://ibjjf.com/athletes/gabriel-nascimento-00050085b1e2,ranking-geral-gi,adult,purple,rooster,male
Tony Thai Nguyen,189,1,https://ibjjf.com/athletes/tony-nguyen-32e97be64e6b,ranking-geral-gi,master,purple,rooster,male
Lucas John Wagner,129,2,https://ibjjf.com/athletes/lucas-wagner,ranking-geral-gi,master,purple,rooster,male
Ângelo Rafael da Silva Cruz,117,3,https://ibjjf.com/athletes/angelo-cruz-019b777a4bfe,ranking-geral-gi,master,purple,rooster,male
Rafael Carlos Ayala,108,4,https://ibjjf.com/athletes/rafael-ayala-4a1d03966cf3,ranking-geral-gi,master,purple,rooster,male
Romain Maxine Garofoli,72,5,https://ibjjf.com/athletes/romain-garofoli,ranking-geral-gi,master,purple,rooster,male
Claudio Gomes Matos,72,5,https://ibjjf.com/athletes/claudio-matos-838c655e538b,ranking-geral-gi,master,purple,rooster,male
Akihiko Okazaki,54,7,https://ibjjf.com/athletes/akihiko-okazaki,ranking-geral-gi,master,purple,rooster,male
Willian Silva dos Santos,54,7,https://ibjjf.com/athletes/willian-santos,ranking-geral-gi,master,purple,rooster,male
Luis Alberto Ogaz Varela,36,9,https://ibjjf.com/athletes/luis-varela-fcc27c634a8f,ranking-geral-gi,master,purple,rooster,male
Mark Luebking,36,9,https://ibjjf.com/athletes/mark-luebking,ranking-geral-gi,master,purple,rooster,male
A Mendez,243,1,https://ibjjf.com/athletes/a-mendez-6663cbd0f831,ranking-geral-gi,adult,blue,rooster,male
Noah Austin Hinton,198,2,https://ibjjf.com/athletes/noah-hinton,ranking-geral-gi,adult,blue,rooster,male
Aaron Michael Seda,147,3,https://ibjjf.com/athletes/aaron-seda,ranking-geral-gi,adult,blue,rooster,male
Arthur Bitonti Santos,144,4,https://ibjjf.com/athletes/arthur-santos-6e8346d9c36f,ranking-geral-gi,adult,blue,rooster,male
Weverton Martins Teixeira,83,5,https://ibjjf.com/athletes/weverton-teixeira,ranking-geral-gi,adult,blue,rooster,male
Govanny Gabriel Duran,72,6,https://ibjjf.com/athletes/govanny-duran,ranking-geral-gi,adult,blue,rooster,male
Tauã Gabriel Bispo Gama,69,7,https://ibjjf.com/athletes/taua-gama,ranking-geral-gi,adult,blue,rooster,male
Dillon Barrett,62,8,https://ibjjf.com/athletes/dillon-barrett,ranking-geral-gi,adult,blue,rooster,male
Samuel de Souza Rodrigues,59,9,https://ibjjf.com/athletes/samuel-rodrigues-8bc1ce6e3e49,ranking-geral-gi,adult,blue,rooster,male
Kai Emilio Rivera,55,10,https://ibjjf.com/athletes/kai-rivera,ranking-geral-gi,adult,blue,rooster,male
Christopher Du Shifflett,189,1,https://ibjjf.com/athletes/christopher-shifflett,ranking-geral-gi,master,blue,rooster,male
Samuel Louis S Launay,108,2,https://ibjjf.com/athletes/samuel-launay,ranking-geral-gi,master,blue,rooster,male
Elio Gonzalez,63,3,https://ibjjf.com/athletes/elio-gonzalez-5fc8c0ea9d68,ranking-geral-gi,master,blue,rooster,male
Robert Ryan Reyes Arroyo,60,4,https://ibjjf.com/athletes/robert-3d686d5807a0,ranking-geral-gi,master,blue,rooster,male
Sergii Vinnytskyi,36,5,https://ibjjf.com/athletes/sergii-vinnytskyi,ranking-geral-gi,master,blue,rooster,male
Leandro Felipe de Melo,18,6,https://ibjjf.com/athletes/leandro-melo-47c9e0a1632f,ranking-geral-gi,master,blue,rooster,male
Philip Paul Johns Jr,14,7,https://ibjjf.com/athletes/philip-jr-0d5757377a56,ranking-geral-gi,master,blue,rooster,male
Aritz Orbe Lumbreras,12,8,https://ibjjf.com/athletes/artiz-lumbreras,ranking-geral-gi,master,blue,rooster,male
Dylan A. Phillips,135,1,https://ibjjf.com/athletes/dylan-phillips,ranking-geral-gi,adult,white,rooster,male
Villanel Albarran-Rebollar,117,2,https://ibjjf.com/athletes/villanel-albarran-rebollar,ranking-geral-gi,adult,white,rooster,male
V Vinh,108,3,https://ibjjf.com/athletes/v-vinh,ranking-geral-gi,adult,white,rooster,male
Samin A. Foysol,72,4,https://ibjjf.com/athletes/samin-foysol,ranking-geral-gi,adult,white,rooster,male
Jaskaran Sodhi,54,5,https://ibjjf.com/athletes/jaskaran-sodhi,ranking-geral-gi,adult,white,rooster,male
Alexander Ian Milam,51,6,https://ibjjf.com/athletes/alexander-milam,ranking-geral-gi,adult,white,rooster,male
Issa Ibn Ali,50,7,https://ibjjf.com/athletes/issa-ali,ranking-geral-gi,adult,white,rooster,male
Andrew Jacob Hernandez,47,8,https://ibjjf.com/athletes/andrew-hernandez-09bf9f86e70d,ranking-geral-gi,adult,white,rooster,male
Azarias Sadoc Sanchez Colina,44,9,https://ibjjf.com/athletes/azarias-colina,ranking-geral-gi,adult,white,rooster,male
Lurridison Silva de Oliveira,36,10,https://ibjjf.com/athletes/lurridison-oliveira,ranking-geral-gi,adult,white,rooster,male
Takayuki Sugiyama,54,1,https://ibjjf.com/athletes/takayuki-sugiyama,ranking-geral-gi,master,white,rooster,male
Dayvid Bruno dos Santos,27,2,https://ibjjf.com/athletes/dayvid-santos,ranking-geral-gi,master,white,rooster,male
Fu Wing Wong,18,3,https://ibjjf.com/athletes/fu-wong,ranking-geral-gi,master,white,rooster,male
Oscar Pratts Jr.,9,4,https://ibjjf.com/athletes/oscar-jr-22920a4e67f5,ranking-geral-gi,master,white,rooster,male
Takaki Ueno,6,5,https://ibjjf.com/athletes/takaki-ueno,ranking-geral-gi,master,white,rooster,male
Mayssa Caldas Pereira Bastos,450,1,https://ibjjf.com/athletes/mayssa-bastos,ranking-geral-gi,adult,black,rooster,female
Shelby Lena Murphey,297,2,https://ibjjf.com/athletes/shelby-murphey,ranking-geral-gi,adult,black,rooster,female
Mariana Cabral Rolszt,198,3,https://ibjjf.com/athletes/mariana-rolszt-466db8182a6e,ranking-geral-gi,adult,black,rooster,female
Jessica Caroline Coelho Dantas,189,4,https://ibjjf.com/athletes/jessica-dantas,ranking-geral-gi,adult,black,rooster,female
Jhenifer Diogenes de Aquino,177,5,https://ibjjf.com/athletes/jhenifer-gonzaga,ranking-geral-gi,adult,black,rooster,female
Brenda Larissa Alves da Silva,150,6,https://ibjjf.com/athletes/brenda-silva-f11ac48cf448,ranking-geral-gi,adult,black,rooster,female
Thaís Loureiro Felipe,112,7,https://ibjjf.com/athletes/thais-felipe,ranking-geral-gi,adult,black,rooster,female
Amber Rymarz-Freitas,105,8,https://ibjjf.com/athletes/amber-rymarz-freitas,ranking-geral-gi,adult,black,rooster,female
Margarita Prado Ochoa,54,9,https://ibjjf.com/athletes/margarita-ochoa,ranking-geral-gi,adult,black,rooster,female
Giulia Guimarães Gregorut,48,10,https://ibjjf.com/athletes/giulia-gregorut,ranking-geral-gi,adult,black,rooster,female
Serena Gabrielli,275,1,https://ibjjf.com/athletes/serena-gabrielli,ranking-geral-gi,master,black,rooster,female
Amber Rymarz-Freitas,189,2,https://ibjjf.com/athletes/amber-rymarz-freitas,ranking-geral-gi,master,black,rooster,female
Marina Bocciarelli,155,3,https://ibjjf.com/athletes/marina-bocciarelli,ranking-geral-gi,master,black,rooster,female
Wlyanna Gomes De Souza,114,4,https://ibjjf.com/athletes/wlyanna-souza,ranking-geral-gi,master,black,rooster,female
Juliana Neves Taparica,108,5,https://ibjjf.com/athletes/juliana-taparica,ranking-geral-gi,master,black,rooster,female
Iori Echigo,42,6,https://ibjjf.com/athletes/iori-echigo-22c734391144,ranking-geral-gi,master,black,rooster,female
Kacie Tan,21,7,https://ibjjf.com/athletes/kacie-tan,ranking-geral-gi,master,black,rooster,female
Erika Fernanda Jesus Machado,211,1,https://ibjjf.com/athletes/erika-machado,ranking-geral-gi,adult,brown,rooster,female
Gabrielle Kari Etzel,162,2,https://ibjjf.com/athletes/gabrielle-etzel,ranking-geral-gi,adult,brown,rooster,female
Rawanna R Dasilva,135,3,https://ibjjf.com/athletes/rawanna-dasilva,ranking-geral-gi,adult,brown,rooster,female
Camila Caroline dos Santos Reis,36,4,https://ibjjf.com/athletes/camila-reis,ranking-geral-gi,adult,brown,rooster,female
Sophia Grace Lee,36,4,https://ibjjf.com/athletes/sophia-lee,ranking-geral-gi,adult,brown,rooster,female
Sujeong Kang,27,6,https://ibjjf.com/athletes/sujeong-kang,ranking-geral-gi,adult,brown,rooster,female
Talita Marcelino Cardoso,22,7,https://ibjjf.com/athletes/talita-cardoso,ranking-geral-gi,adult,brown,rooster,female
Andrea R Jordan,18,8,https://ibjjf.com/athletes/andrea-jordan,ranking-geral-gi,adult,brown,rooster,female
Melody M. Y. Wong,18,8,https://ibjjf.com/athletes/melody-wong,ranking-geral-gi,adult,brown,rooster,female
Emilie Neto,16,10,https://ibjjf.com/athletes/neto-emilie,ranking-geral-gi,adult,brown,rooster,female
Claire Del Sarto,189,1,https://ibjjf.com/athletes/claire-sarto,ranking-geral-gi,master,brown,rooster,female
Stephanie Souza Penido,158,2,https://ibjjf.com/athletes/stephanie-penido,ranking-geral-gi,master,brown,rooster,female
Hope Marie Hollister,126,3,https://ibjjf.com/athletes/hope-hollister,ranking-geral-gi,master,brown,rooster,female
Nora Ticha Levy-Forsythe,108,4,https://ibjjf.com/athletes/nora-levy-forsythe,ranking-geral-gi,master,brown,rooster,female
Divya Shambavi Narayan,63,5,https://ibjjf.com/athletes/divya-narayan,ranking-geral-gi,master,brown,rooster,female
Phoebe Kate Gondales,42,6,https://ibjjf.com/athletes/phoebe-gondales,ranking-geral-gi,master,brown,rooster,female
Vanessa M. Rodriguez,36,7,https://ibjjf.com/athletes/vanessa-rodriguez,ranking-geral-gi,master,brown,rooster,female
Fiona Lee Lihui,36,7,https://ibjjf.com/athletes/fiona-lihui,ranking-geral-gi,master,brown,rooster,female
Daiana Bueno Barcellos,36,7,https://ibjjf.com/athletes/daiana-barcellos,ranking-geral-gi,master,brown,rooster,female
Thuyantrisha Tran Gertsma,21,10,https://ibjjf.com/athletes/thuyantrisha-gertsma,ranking-geral-gi,master,brown,rooster,female
Kamily Takayas de Oliveira,315,1,https://ibjjf.com/athletes/kamily-oliveira,ranking-geral-gi,adult,purple,rooster,female
Ma. Daniella Palanca,162,2,https://ibjjf.com/athletes/ma-palanca,ranking-geral-gi,adult,purple,rooster,female
Kamilly Silva Dias de Souza,129,3,https://ibjjf.com/athletes/kamilly-souza,ranking-geral-gi,adult,purple,rooster,female
Lumara Thais Santos Silva,123,4,https://ibjjf.com/athletes/lumara-silva,ranking-geral-gi,adult,purple,rooster,female
Sonia Ariz Michel,72,5,https://ibjjf.com/athletes/sonia-michel,ranking-geral-gi,adult,purple,rooster,female
Thailine Cristina Pereira Xavier,66,6,https://ibjjf.com/athletes/thailine-xavier,ranking-geral-gi,adult,purple,rooster,female
Natalia Vuilleumier Zuno,62,7,https://ibjjf.com/athletes/natalia-zuno,ranking-geral-gi,adult,purple,rooster,female
Janayra Nascimento Cavalcante,37,8,https://ibjjf.com/athletes/janayra-cavalcante,ranking-geral-gi,adult,purple,rooster,female
Camille Jesse de Keyser,36,9,https://ibjjf.com/athletes/camille-keyser,ranking-geral-gi,adult,purple,rooster,female
A Barrientos,36,9,https://ibjjf.com/athletes/a-barrientos,ranking-geral-gi,adult,purple,rooster,female
Jasmin Gonzalez,189,1,https://ibjjf.com/athletes/jasmin-gonzalez-6b431a89b3a9,ranking-geral-gi,master,purple,rooster,female
Tasha Nicole Gould,134,2,https://ibjjf.com/athletes/tasha-gould,ranking-geral-gi,master,purple,rooster,female
Danielle Marie Hulvey,108,3,https://ibjjf.com/athletes/danielle-hulvey,ranking-geral-gi,master,purple,rooster,female
Dania Naomi Osato Meira,72,4,https://ibjjf.com/athletes/dania-meira,ranking-geral-gi,master,purple,rooster,female
Celina Cortez B Sears,72,4,https://ibjjf.com/athletes/celina-sears,ranking-geral-gi,master,purple,rooster,female
Abby Ilharco Magalhaes,72,4,https://ibjjf.com/athletes/abby-magalhaes,ranking-geral-gi,master,purple,rooster,female
Hailey Ann Hoard,57,7,https://ibjjf.com/athletes/hailey-hoard,ranking-geral-gi,master,purple,rooster,female
Gliza Bea Marasigan Jacinto,54,8,https://ibjjf.com/athletes/gliza-jacinto,ranking-geral-gi,master,purple,rooster,female
Jenna Mattera,36,9,https://ibjjf.com/athletes/jenna-mattera,ranking-geral-gi,master,purple,rooster,female
Christina Yuequan Kwok,32,10,https://ibjjf.com/athletes/christina-kwok,ranking-geral-gi,master,purple,rooster,female
Mariana Ferretti Levi,122,1,https://ibjjf.com/athletes/mariana-levi,ranking-geral-gi,adult,blue,rooster,female
Violet Helena Pineda,108,2,https://ibjjf.com/athletes/violet-pineda,ranking-geral-gi,adult,blue,rooster,female
Zoe Hana C. Backhous,84,3,https://ibjjf.com/athletes/zoe-backhous,ranking-geral-gi,adult,blue,rooster,female
Patricia Yukari Kido,81,4,https://ibjjf.com/athletes/patricia-kido,ranking-geral-gi,adult,blue,rooster,female
Kelly Nguyen,66,5,https://ibjjf.com/athletes/kelly-nguyen,ranking-geral-gi,adult,blue,rooster,female
Meiga de Lima Alonso,54,6,https://ibjjf.com/athletes/meiga-alonso,ranking-geral-gi,adult,blue,rooster,female
M Nogueira,54,6,https://ibjjf.com/athletes/m-nogueira-8d0981734b12,ranking-geral-gi,adult,blue,rooster,female
Gabriela Rodrigues Vieira,51,8,https://ibjjf.com/athletes/gabriela-vieira,ranking-geral-gi,adult,blue,rooster,female
Yi-Ling Ou,48,9,https://ibjjf.com/athletes/yi-ling-ou,ranking-geral-gi,adult,blue,rooster,female
Sofia Silva Vines,45,10,https://ibjjf.com/athletes/sofia-vines,ranking-geral-gi,adult,blue,rooster,female
Connie Hua Wong,189,1,https://ibjjf.com/athletes/connie-wong,ranking-geral-gi,master,blue,rooster,female
Elsa Delminda Marques e Sousa,108,2,https://ibjjf.com/athletes/elsa-sousa,ranking-geral-gi,master,blue,rooster,female
Anna-Fee Schuller,72,3,https://ibjjf.com/athletes/anna-fee-schuller,ranking-geral-gi,master,blue,rooster,female
Elena Vera Santos,72,3,https://ibjjf.com/athletes/elena-santos,ranking-geral-gi,master,blue,rooster,female
Crystal Alexandra Contreras,63,5,https://ibjjf.com/athletes/crystal-contreras,ranking-geral-gi,master,blue,rooster,female
Chen Mingsi,40,6,https://ibjjf.com/athletes/chen-mingsi,ranking-geral-gi,master,blue,rooster,female
Wen Hui Ong,36,7,https://ibjjf.com/athletes/wen-ong,ranking-geral-gi,master,blue,rooster,female
Nadiia Khmilevska,36,7,https://ibjjf.com/athletes/nadiia-khmilevska,ranking-geral-gi,master,blue,rooster,female
Priscilla Cardoso Magalhaes Leite,36,7,https://ibjjf.com/athletes/priscilla-leite,ranking-geral-gi,master,blue,rooster,female
Nadia Sofia Queirós,27,10,https://ibjjf.com/athletes/nadia-queiros,ranking-geral-gi,master,blue,rooster,female
Camilla Silvia Ferrari,108,1,https://ibjjf.com/athletes/camilla-ferrari,ranking-geral-gi,adult,white,rooster,female
Chihyu Kuo,81,2,https://ibjjf.com/athletes/chihyu-kuo,ranking-geral-gi,adult,white,rooster,female
María  Del Carmen Alonso Izaguirre,72,3,https://ibjjf.com/athletes/maria-izaguirre,ranking-geral-gi,adult,white,rooster,female
Luz Elena Fajardo,60,4,https://ibjjf.com/athletes/luz-fajardo,ranking-geral-gi,adult,white,rooster,female
Morgana Franco Campanha,54,5,https://ibjjf.com/athletes/morgana-campanha,ranking-geral-gi,adult,white,rooster,female
Yujeong Han,36,6,https://ibjjf.com/athletes/yujeong-han,ranking-geral-gi,adult,white,rooster,female
Beatriz Vieira Gonçalves,36,6,https://ibjjf.com/athletes/beatriz-goncalves-0f6bf206a25e,ranking-geral-gi,adult,white,rooster,female
Rosa Maria Ramirez,36,6,https://ibjjf.com/athletes/rosa-ramirez,ranking-geral-gi,adult,white,rooster,female
Divya Korous,36,6,https://ibjjf.com/athletes/divya-korous,ranking-geral-gi,adult,white,rooster,female
Dashika Chamalk Wijegooneratne,27,10,https://ibjjf.com/athletes/dashika-wijegooneratne,ranking-geral-gi,adult,white,rooster,female
Anne-Catherine Sophie Lecuyer,108,1,https://ibjjf.com/athletes/anne-catherine-lecuyer,ranking-geral-gi,master,white,rooster,female
Karmina de Leon,36,2,https://ibjjf.com/athletes/karmina-leon,ranking-geral-gi,master,white,rooster,female
Lelia Sulea Maria Luciani,24,3,https://ibjjf.com/athletes/lelia-luciani,ranking-geral-gi,master,white,rooster,female
Monique Nicole Dessau,24,3,https://ibjjf.com/athletes/monique-dessau,ranking-geral-gi,master,white,rooster,female
Claudia Ordinario,22,5,https://ibjjf.com/athletes/claudia-ordinario,ranking-geral-gi,master,white,rooster,female
Vezilou Massana Durante,9,6,https://ibjjf.com/athletes/vezilou-durante,ranking-geral-gi,master,white,rooster,female
Yulee Chang Aronsen,9,6,https://ibjjf.com/athletes/yulee-aronsen,ranking-geral-gi,master,white,rooster,female
Danielle Alexandria McMillan,6,8,https://ibjjf.com/athletes/danielle-mcmillan,ranking-geral-gi,master,white,rooster,female
Yaresi Jocelyn Perez Silva,3,9,https://ibjjf.com/athletes/yaresi-silva,ranking-geral-gi,master,white,rooster,female
Thamires Aparecida Grando Nunes,3,9,https://ibjjf.com/athletes/thamires-nunes,ranking-geral-gi,master,white,rooster,female
Diego Oliveira Batista,450,1,https://ibjjf.com/athletes/diego-batista-65fb12dc74cd,ranking-geral-gi,adult,black,lightfeather,male
Meyram Maquiné Alves,340,2,https://ibjjf.com/athletes/meyram-alves,ranking-geral-gi,adult,black,lightfeather,male
Diogo Pinheiro dos Reis,227,3,https://ibjjf.com/athletes/diogo-pinheiro,ranking-geral-gi,adult,black,lightfeather,male
Carlos Alberto Oliveira da Silva,217,4,https://ibjjf.com/athletes/carlos-silva-08a7e43a3669,ranking-geral-gi,adult,black,lightfeather,male
Keven Carrasco,203,5,https://ibjjf.com/athletes/keven-carrasco,ranking-geral-gi,adult,black,lightfeather,male
Malachi James C. Edmond,171,6,https://ibjjf.com/athletes/malachi-edmond,ranking-geral-gi,adult,black,lightfeather,male
Jordan Vaisman N. Teodosio Silva,162,7,https://ibjjf.com/athletes/jordan-silva,ranking-geral-gi,adult,black,lightfeather,male
Eduardo Manuel Farfan Arias,126,8,https://ibjjf.com/athletes/eduardo-arias-1a34d3e62b21,ranking-geral-gi,adult,black,lightfeather,male
Francisco Jonas B. Andrade,90,9,https://ibjjf.com/athletes/francisco-andrade,ranking-geral-gi,adult,black,lightfeather,male
Roiter Lima Silva Junior,86,10,https://ibjjf.com/athletes/roiter-junior,ranking-geral-gi,adult,black,lightfeather,male
João Ricardo Bordignon Miyao,906,1,https://ibjjf.com/athletes/joao-miyao,ranking-geral-gi,master,black,lightfeather,male
Wellington Ribeiro de Lima,216,2,https://ibjjf.com/athletes/wellington-lima,ranking-geral-gi,master,black,lightfeather,male
Hiago George Santos Silva,189,3,https://ibjjf.com/athletes/hiago-silva,ranking-geral-gi,master,black,lightfeather,male
Mani Tavanaei Tavanaei,168,4,https://ibjjf.com/athletes/mani-tavanaei,ranking-geral-gi,master,black,lightfeather,male
Paulo Henrique Bordignon Miyao,120,5,https://ibjjf.com/athletes/paulo-miyao,ranking-geral-gi,master,black,lightfeather,male
Lucas dos Santos Pinheiro,108,6,https://ibjjf.com/athletes/lucas-pinheiro,ranking-geral-gi,master,black,lightfeather,male
André Barbosa da Silva Moura,102,7,https://ibjjf.com/athletes/andre-moura-4a792fd5674f,ranking-geral-gi,master,black,lightfeather,male
José Jeovan da Silva Júnior,96,8,https://ibjjf.com/athletes/jose-junior-9500a3b5a615,ranking-geral-gi,master,black,lightfeather,male
Guilherme Angelus Montenegro de Carvalho,86,9,https://ibjjf.com/athletes/guilherme-carvalho,ranking-geral-gi,master,black,lightfeather,male
Valmecir Rodrigues Marinho Junior,72,10,https://ibjjf.com/athletes/valmecir-junior,ranking-geral-gi,master,black,lightfeather,male
Carlos José Luiz Junior,303,1,https://ibjjf.com/athletes/carlos-junior-2d1075677b74,ranking-geral-gi,adult,brown,lightfeather,male
Felipe Firmino da Silva,160,2,https://ibjjf.com/athletes/felipe-silva-d66ba7f2b0f5,ranking-geral-gi,adult,brown,lightfeather,male
Rerisson dos Santos Gabriel,129,3,https://ibjjf.com/athletes/rerisson-gabriel,ranking-geral-gi,adult,brown,lightfeather,male
Igor Moreira de F. da Silva,108,4,https://ibjjf.com/athletes/igor-silva-4990f28d8179,ranking-geral-gi,adult,brown,lightfeather,male
Vinicius Gomes Inacio,90,5,https://ibjjf.com/athletes/vinicius-inacio,ranking-geral-gi,adult,brown,lightfeather,male
Marcos Antonio Gomes Guedes,87,6,https://ibjjf.com/athletes/marcos-guedes,ranking-geral-gi,adult,brown,lightfeather,male
Santiago Guerra,83,7,https://ibjjf.com/athletes/santiago-guerra,ranking-geral-gi,adult,brown,lightfeather,male
Sueru Okaizumi,81,8,https://ibjjf.com/athletes/sueru-okaizumi,ranking-geral-gi,adult,brown,lightfeather,male
João Victor Ambrosini Ribeiro,72,9,https://ibjjf.com/athletes/joao-ribeiro-29b32d0e6cba,ranking-geral-gi,adult,brown,lightfeather,male
Daniel Ferretti Levi,69,10,https://ibjjf.com/athletes/daniel-levi,ranking-geral-gi,adult,brown,lightfeather,male
Gauthier Christiaan L Blommaert,145,1,https://ibjjf.com/athletes/gauthier-blommaert,ranking-geral-gi,master,brown,lightfeather,male
Renan Liender Aparecido Rosa Dias,144,2,https://ibjjf.com/athletes/renan-dias-629f975b6446,ranking-geral-gi,master,brown,lightfeather,male
