nome,points,ranking,details,kimono,category,belt,division,gender
Dante Alberto Rodriguez,63,4,https://ibjjf.com/athletes/dante-rodriguez,ranking-geral-no-gi,adult,blue,feather,male
Bryce Andrew Shoemaker,63,4,https://ibjjf.com/athletes/bryce-shoemaker,ranking-geral-no-gi,adult,blue,feather,male
Tiago Nobre Aguilar,60,6,https://ibjjf.com/athletes/tiago-aguilar,ranking-geral-no-gi,adult,blue,feather,male
Cole Brendan Kelley,58,7,https://ibjjf.com/athletes/cole-kelley,ranking-geral-no-gi,adult,blue,feather,male
Yuan Hsiang Lee,57,8,https://ibjjf.com/athletes/yuan-lee,ranking-geral-no-gi,adult,blue,feather,male
Ruben Rolando Calderon,55,9,https://ibjjf.com/athletes/ruben-calderon,ranking-geral-no-gi,adult,blue,feather,male
Tommy Espinoza,54,10,https://ibjjf.com/athletes/tommy-espinoza,ranking-geral-no-gi,adult,blue,feather,male
Tom Austin Horning,189,1,https://ibjjf.com/athletes/tom-horning,ranking-geral-no-gi,master,blue,feather,male
Victor Dhanthes Monzatto,144,2,https://ibjjf.com/athletes/victor-monzatto,ranking-geral-no-gi,master,blue,feather,male
Jordan Michael Scrom,126,3,https://ibjjf.com/athletes/jordan-scrom,ranking-geral-no-gi,master,blue,feather,male
Christian A Rodriguez,126,3,https://ibjjf.com/athletes/christian-rodriguez-9c9c9fe3898c,ranking-geral-no-gi,master,blue,feather,male
Joshua Alan Beam,96,5,https://ibjjf.com/athletes/joshua-beam,ranking-geral-no-gi,master,blue,feather,male
René Leonardo Cifuentes Angulo,84,6,https://ibjjf.com/athletes/rene-angulo,ranking-geral-no-gi,master,blue,feather,male
Arnoldo Xavier Martinez II,51,7,https://ibjjf.com/athletes/arnoldo-ii,ranking-geral-no-gi,master,blue,feather,male
Stefan Baini,36,8,https://ibjjf.com/athletes/stefan-baini,ranking-geral-no-gi,master,blue,feather,male
Luis de Morales Vera,36,8,https://ibjjf.com/athletes/luis-vera-e9299451bef5,ranking-geral-no-gi,master,blue,feather,male
Filipe Bezerra de Sousa,27,10,https://ibjjf.com/athletes/filipe-sousa-8468adb122e7,ranking-geral-no-gi,master,blue,feather,male
Tom Austin Horning,189,1,https://ibjjf.com/athletes/tom-horning,ranking-geral-no-gi,juvenile,blue,feather,male
Victor Dhanthes Monzatto,144,2,https://ibjjf.com/athletes/victor-monzatto,ranking-geral-no-gi,juvenile,blue,feather,male
Jordan Michael Scrom,126,3,https://ibjjf.com/athletes/jordan-scrom,ranking-geral-no-gi,juvenile,blue,feather,male
Christian A Rodriguez,126,3,https://ibjjf.com/athletes/christian-rodriguez-9c9c9fe3898c,ranking-geral-no-gi,juvenile,blue,feather,male
Joshua Alan Beam,96,5,https://ibjjf.com/athletes/joshua-beam,ranking-geral-no-gi,juvenile,blue,feather,male
René Leonardo Cifuentes Angulo,84,6,https://ibjjf.com/athletes/rene-angulo,ranking-geral-no-gi,juvenile,blue,feather,male
Arnoldo Xavier Martinez II,51,7,https://ibjjf.com/athletes/arnoldo-ii,ranking-geral-no-gi,juvenile,blue,feather,male
Stefan Baini,36,8,https://ibjjf.com/athletes/stefan-baini,ranking-geral-no-gi,juvenile,blue,feather,male
Luis de Morales Vera,36,8,https://ibjjf.com/athletes/luis-vera-e9299451bef5,ranking-geral-no-gi,juvenile,blue,feather,male
Filipe Bezerra de Sousa,27,10,https://ibjjf.com/athletes/filipe-sousa-8468adb122e7,ranking-geral-no-gi,juvenile,blue,feather,male
Tom Austin Horning,189,1,https://ibjjf.com/athletes/tom-horning,ranking-geral-no-gi,kids,blue,feather,male
Victor Dhanthes Monzatto,144,2,https://ibjjf.com/athletes/victor-monzatto,ranking-geral-no-gi,kids,blue,feather,male
Jordan Michael Scrom,126,3,https://ibjjf.com/athletes/jordan-scrom,ranking-geral-no-gi,kids,blue,feather,male
Christian A Rodriguez,126,3,https://ibjjf.com/athletes/christian-rodriguez-9c9c9fe3898c,ranking-geral-no-gi,kids,blue,feather,male
Joshua Alan Beam,96,5,https://ibjjf.com/athletes/joshua-beam,ranking-geral-no-gi,kids,blue,feather,male
René Leonardo Cifuentes Angulo,84,6,https://ibjjf.com/athletes/rene-angulo,ranking-geral-no-gi,kids,blue,feather,male
Arnoldo Xavier Martinez II,51,7,https://ibjjf.com/athletes/arnoldo-ii,ranking-geral-no-gi,kids,blue,feather,male
Stefan Baini,36,8,https://ibjjf.com/athletes/stefan-baini,ranking-geral-no-gi,kids,blue,feather,male
Luis de Morales Vera,36,8,https://ibjjf.com/athletes/luis-vera-e9299451bef5,ranking-geral-no-gi,kids,blue,feather,male
Filipe Bezerra de Sousa,27,10,https://ibjjf.com/athletes/filipe-sousa-8468adb122e7,ranking-geral-no-gi,kids,blue,feather,male
Adele M. Fornarino,261,1,https://ibjjf.com/athletes/adele-fornarino,ranking-geral-no-gi,adult,black,feather,female
Alexandria Luz V Enriquez,239,2,https://ibjjf.com/athletes/alexandria-enriquez,ranking-geral-no-gi,adult,black,feather,female
Tammi Alana Musumeci,153,3,https://ibjjf.com/athletes/tammi-musumeci,ranking-geral-no-gi,adult,black,feather,female
Vitória Damiana Silva de Assis,150,4,https://ibjjf.com/athletes/vitoria-assis,ranking-geral-no-gi,adult,black,feather,female
Kathleen Egan,120,5,https://ibjjf.com/athletes/kathleen-egan,ranking-geral-no-gi,adult,black,feather,female
Ashley Louise Bendle,95,6,https://ibjjf.com/athletes/ashley-bendle,ranking-geral-no-gi,adult,black,feather,female
Karen Martinho Cerqueira Terra,81,7,https://ibjjf.com/athletes/karen-terra,ranking-geral-no-gi,adult,black,feather,female
Bianca Giannini,78,8,https://ibjjf.com/athletes/bianca-giannini,ranking-geral-no-gi,adult,black,feather,female
Andreza Costa Morais de Sousa,77,9,https://ibjjf.com/athletes/andreza-sousa,ranking-geral-no-gi,adult,black,feather,female
Ana Talita de Oliveira Alencar,63,10,https://ibjjf.com/athletes/ana-alencar,ranking-geral-no-gi,adult,black,feather,female
Fiona M. Rupinski,224,1,https://ibjjf.com/athletes/fiona-watson,ranking-geral-no-gi,master,black,feather,female
Brenda Lynn Wunner,189,2,https://ibjjf.com/athletes/brenda-wunner,ranking-geral-no-gi,master,black,feather,female
Alannah Kaye Reeves,168,3,https://ibjjf.com/athletes/alannah-arnett,ranking-geral-no-gi,master,black,feather,female
Lillian Tran,114,4,https://ibjjf.com/athletes/lillian-tran,ranking-geral-no-gi,master,black,feather,female
Brandy Rene New,75,5,https://ibjjf.com/athletes/brandy-new,ranking-geral-no-gi,master,black,feather,female
Wlyanna Gomes De Souza,72,6,https://ibjjf.com/athletes/wlyanna-souza,ranking-geral-no-gi,master,black,feather,female
Chelsea Leah Bainbridge-Donner,72,6,https://ibjjf.com/athletes/chelsea-bainbridge-donner,ranking-geral-no-gi,master,black,feather,female
Caroline Soares Melo,69,8,https://ibjjf.com/athletes/caroline-melo,ranking-geral-no-gi,master,black,feather,female
Bárbara Gomes Pires,60,9,https://ibjjf.com/athletes/barbara-pires,ranking-geral-no-gi,master,black,feather,female
Natalie Nicole Disimone,36,10,https://ibjjf.com/athletes/natalie-konieczny,ranking-geral-no-gi,master,black,feather,female
Fiona M. Rupinski,224,1,https://ibjjf.com/athletes/fiona-watson,ranking-geral-no-gi,juvenile,black,feather,female
Brenda Lynn Wunner,189,2,https://ibjjf.com/athletes/brenda-wunner,ranking-geral-no-gi,juvenile,black,feather,female
Alannah Kaye Reeves,168,3,https://ibjjf.com/athletes/alannah-arnett,ranking-geral-no-gi,juvenile,black,feather,female
Lillian Tran,114,4,https://ibjjf.com/athletes/lillian-tran,ranking-geral-no-gi,juvenile,black,feather,female
Brandy Rene New,75,5,https://ibjjf.com/athletes/brandy-new,ranking-geral-no-gi,juvenile,black,feather,female
Wlyanna Gomes De Souza,72,6,https://ibjjf.com/athletes/wlyanna-souza,ranking-geral-no-gi,juvenile,black,feather,female
Chelsea Leah Bainbridge-Donner,72,6,https://ibjjf.com/athletes/chelsea-bainbridge-donner,ranking-geral-no-gi,juvenile,black,feather,female
Caroline Soares Melo,69,8,https://ibjjf.com/athletes/caroline-melo,ranking-geral-no-gi,juvenile,black,feather,female
Bárbara Gomes Pires,60,9,https://ibjjf.com/athletes/barbara-pires,ranking-geral-no-gi,juvenile,black,feather,female
Natalie Nicole Disimone,36,10,https://ibjjf.com/athletes/natalie-konieczny,ranking-geral-no-gi,juvenile,black,feather,female
Fiona M. Rupinski,224,1,https://ibjjf.com/athletes/fiona-watson,ranking-geral-no-gi,kids,black,feather,female
Brenda Lynn Wunner,189,2,https://ibjjf.com/athletes/brenda-wunner,ranking-geral-no-gi,kids,black,feather,female
Alannah Kaye Reeves,168,3,https://ibjjf.com/athletes/alannah-arnett,ranking-geral-no-gi,kids,black,feather,female
Lillian Tran,114,4,https://ibjjf.com/athletes/lillian-tran,ranking-geral-no-gi,kids,black,feather,female
Brandy Rene New,75,5,https://ibjjf.com/athletes/brandy-new,ranking-geral-no-gi,kids,black,feather,female
Wlyanna Gomes De Souza,72,6,https://ibjjf.com/athletes/wlyanna-souza,ranking-geral-no-gi,kids,black,feather,female
Chelsea Leah Bainbridge-Donner,72,6,https://ibjjf.com/athletes/chelsea-bainbridge-donner,ranking-geral-no-gi,kids,black,feather,female
Caroline Soares Melo,69,8,https://ibjjf.com/athletes/caroline-melo,ranking-geral-no-gi,kids,black,feather,female
Bárbara Gomes Pires,60,9,https://ibjjf.com/athletes/barbara-pires,ranking-geral-no-gi,kids,black,feather,female
Natalie Nicole Disimone,36,10,https://ibjjf.com/athletes/natalie-konieczny,ranking-geral-no-gi,kids,black,feather,female
Mona Maree Bailey,335,1,https://ibjjf.com/athletes/mona-bailey,ranking-geral-no-gi,adult,brown,feather,female
Josefine Beatrice Modig,135,2,https://ibjjf.com/athletes/josefine-modig,ranking-geral-no-gi,adult,brown,feather,female
Ana Vitória Pantoja F. de Souza,72,3,https://ibjjf.com/athletes/ana-souza,ranking-geral-no-gi,adult,brown,feather,female
Sophia Joan Cassella,63,4,https://ibjjf.com/athletes/sophia-cassella,ranking-geral-no-gi,adult,brown,feather,female
Grasielle Farias Brandão,36,5,https://ibjjf.com/athletes/grasielle-brandao,ranking-geral-no-gi,adult,brown,feather,female
Laura de Fátima Oliveira,27,6,https://ibjjf.com/athletes/laura-oliveira,ranking-geral-no-gi,adult,brown,feather,female
Victoria Beatriz Martins,27,6,https://ibjjf.com/athletes/victoria-martins-2f3a0b714b9b,ranking-geral-no-gi,adult,brown,feather,female
Emma Louise Thompson,27,6,https://ibjjf.com/athletes/emma-thompson,ranking-geral-no-gi,adult,brown,feather,female
Alesha Renee Zappitella,24,9,https://ibjjf.com/athletes/alesha-zappitella,ranking-geral-no-gi,adult,brown,feather,female
Alicja Irena Stypulkowska,24,9,https://ibjjf.com/athletes/alicja-stypulkowska,ranking-geral-no-gi,adult,brown,feather,female
Natalie Abigail Salcedo,189,1,https://ibjjf.com/athletes/natalie-salcedo,ranking-geral-no-gi,master,brown,feather,female
Raymmah Aleyda Garcia,63,2,https://ibjjf.com/athletes/raymmah-garcia,ranking-geral-no-gi,master,brown,feather,female
Laura Veronica Pasquali,42,3,https://ibjjf.com/athletes/laura-pasquali,ranking-geral-no-gi,master,brown,feather,female
Lauren Rene Sears,21,4,https://ibjjf.com/athletes/lauren-sears,ranking-geral-no-gi,master,brown,feather,female
Vernadette Marie B Ortiz,21,4,https://ibjjf.com/athletes/vernadette-ortiz,ranking-geral-no-gi,master,brown,feather,female
Valerie B. Guzman,14,6,https://ibjjf.com/athletes/valerie-guzman,ranking-geral-no-gi,master,brown,feather,female
Ashley Tonya Baker,14,6,https://ibjjf.com/athletes/ashley-baker,ranking-geral-no-gi,master,brown,feather,female
Jennifer Leigh Schubel,12,8,https://ibjjf.com/athletes/jennifer-schubel,ranking-geral-no-gi,master,brown,feather,female
Courtney Lynn Martell,6,9,https://ibjjf.com/athletes/courtney-martell,ranking-geral-no-gi,master,brown,feather,female
Jillian Louise Chalke,6,9,https://ibjjf.com/athletes/jillian-chalke,ranking-geral-no-gi,master,brown,feather,female
Natalie Abigail Salcedo,189,1,https://ibjjf.com/athletes/natalie-salcedo,ranking-geral-no-gi,juvenile,brown,feather,female
Raymmah Aleyda Garcia,63,2,https://ibjjf.com/athletes/raymmah-garcia,ranking-geral-no-gi,juvenile,brown,feather,female
Laura Veronica Pasquali,42,3,https://ibjjf.com/athletes/laura-pasquali,ranking-geral-no-gi,juvenile,brown,feather,female
Lauren Rene Sears,21,4,https://ibjjf.com/athletes/lauren-sears,ranking-geral-no-gi,juvenile,brown,feather,female
Vernadette Marie B Ortiz,21,4,https://ibjjf.com/athletes/vernadette-ortiz,ranking-geral-no-gi,juvenile,brown,feather,female
Valerie B. Guzman,14,6,https://ibjjf.com/athletes/valerie-guzman,ranking-geral-no-gi,juvenile,brown,feather,female
Ashley Tonya Baker,14,6,https://ibjjf.com/athletes/ashley-baker,ranking-geral-no-gi,juvenile,brown,feather,female
Jennifer Leigh Schubel,12,8,https://ibjjf.com/athletes/jennifer-schubel,ranking-geral-no-gi,juvenile,brown,feather,female
Courtney Lynn Martell,6,9,https://ibjjf.com/athletes/courtney-martell,ranking-geral-no-gi,juvenile,brown,feather,female
Jillian Louise Chalke,6,9,https://ibjjf.com/athletes/jillian-chalke,ranking-geral-no-gi,juvenile,brown,feather,female
Natalie Abigail Salcedo,189,1,https://ibjjf.com/athletes/natalie-salcedo,ranking-geral-no-gi,kids,brown,feather,female
Raymmah Aleyda Garcia,63,2,https://ibjjf.com/athletes/raymmah-garcia,ranking-geral-no-gi,kids,brown,feather,female
Laura Veronica Pasquali,42,3,https://ibjjf.com/athletes/laura-pasquali,ranking-geral-no-gi,kids,brown,feather,female
Lauren Rene Sears,21,4,https://ibjjf.com/athletes/lauren-sears,ranking-geral-no-gi,kids,brown,feather,female
Vernadette Marie B Ortiz,21,4,https://ibjjf.com/athletes/vernadette-ortiz,ranking-geral-no-gi,kids,brown,feather,female
Valerie B. Guzman,14,6,https://ibjjf.com/athletes/valerie-guzman,ranking-geral-no-gi,kids,brown,feather,female
Ashley Tonya Baker,14,6,https://ibjjf.com/athletes/ashley-baker,ranking-geral-no-gi,kids,brown,feather,female
Jennifer Leigh Schubel,12,8,https://ibjjf.com/athletes/jennifer-schubel,ranking-geral-no-gi,kids,brown,feather,female
Courtney Lynn Martell,6,9,https://ibjjf.com/athletes/courtney-martell,ranking-geral-no-gi,kids,brown,feather,female
Jillian Louise Chalke,6,9,https://ibjjf.com/athletes/jillian-chalke,ranking-geral-no-gi,kids,brown,feather,female
Sabrina Moreno Lourenço,189,1,https://ibjjf.com/athletes/sabrina-lourenco,ranking-geral-no-gi,adult,purple,feather,female
Kamili Victoria da Silva,144,2,https://ibjjf.com/athletes/kamili-silva,ranking-geral-no-gi,adult,purple,feather,female
Malena Sessa,82,3,https://ibjjf.com/athletes/malena-sessa,ranking-geral-no-gi,adult,purple,feather,female
Jazibel Lalany Vega,81,4,https://ibjjf.com/athletes/jazibel-vega,ranking-geral-no-gi,adult,purple,feather,female
Karen Campos P Damm,60,5,https://ibjjf.com/athletes/karen-damm,ranking-geral-no-gi,adult,purple,feather,female
Talia Anderson,56,6,https://ibjjf.com/athletes/talia-anderson,ranking-geral-no-gi,adult,purple,feather,female
Camryn Payton Oranday,50,7,https://ibjjf.com/athletes/camryn-oranday,ranking-geral-no-gi,adult,purple,feather,female
Pwamoti S Takwoingi,45,8,https://ibjjf.com/athletes/pwamoti-takwoingi,ranking-geral-no-gi,adult,purple,feather,female
Michal Baly,42,9,https://ibjjf.com/athletes/michal-baly,ranking-geral-no-gi,adult,purple,feather,female
Luana Magalhães Câmara Pessoa,36,10,https://ibjjf.com/athletes/luana-pessoa,ranking-geral-no-gi,adult,purple,feather,female
Natalia P Arizmendez,189,1,https://ibjjf.com/athletes/natalia-arizmendez,ranking-geral-no-gi,master,purple,feather,female
Andrea Tang,180,2,https://ibjjf.com/athletes/andrea-tang,ranking-geral-no-gi,master,purple,feather,female
Sarah Nalani Medoff,123,3,https://ibjjf.com/athletes/sarah-medoff,ranking-geral-no-gi,master,purple,feather,female
Yamê Cherici,72,4,https://ibjjf.com/athletes/yame-cherici,ranking-geral-no-gi,master,purple,feather,female
María Patrícia Paiva da Silva,27,5,https://ibjjf.com/athletes/maria-silva-cdac6c56134c,ranking-geral-no-gi,master,purple,feather,female
Robyn Lucas,27,5,https://ibjjf.com/athletes/robyn-lucas,ranking-geral-no-gi,master,purple,feather,female
Cindy Stephanie Mata,27,5,https://ibjjf.com/athletes/cindy-mata,ranking-geral-no-gi,master,purple,feather,female
Carla Andrea Fleming Muñoz,24,8,https://ibjjf.com/athletes/carla-munoz,ranking-geral-no-gi,master,purple,feather,female
Bernardita Beatriz C. Gómez,24,8,https://ibjjf.com/athletes/bernardita-gomez,ranking-geral-no-gi,master,purple,feather,female
Ecaterina Mahu,24,8,https://ibjjf.com/athletes/ecaterina-mahu,ranking-geral-no-gi,master,purple,feather,female
Natalia P Arizmendez,189,1,https://ibjjf.com/athletes/natalia-arizmendez,ranking-geral-no-gi,juvenile,purple,feather,female
Andrea Tang,180,2,https://ibjjf.com/athletes/andrea-tang,ranking-geral-no-gi,juvenile,purple,feather,female
Sarah Nalani Medoff,123,3,https://ibjjf.com/athletes/sarah-medoff,ranking-geral-no-gi,juvenile,purple,feather,female
Yamê Cherici,72,4,https://ibjjf.com/athletes/yame-cherici,ranking-geral-no-gi,juvenile,purple,feather,female
María Patrícia Paiva da Silva,27,5,https://ibjjf.com/athletes/maria-silva-cdac6c56134c,ranking-geral-no-gi,juvenile,purple,feather,female
Robyn Lucas,27,5,https://ibjjf.com/athletes/robyn-lucas,ranking-geral-no-gi,juvenile,purple,feather,female
Cindy Stephanie Mata,27,5,https://ibjjf.com/athletes/cindy-mata,ranking-geral-no-gi,juvenile,purple,feather,female
Carla Andrea Fleming Muñoz,24,8,https://ibjjf.com/athletes/carla-munoz,ranking-geral-no-gi,juvenile,purple,feather,female
Bernardita Beatriz C. Gómez,24,8,https://ibjjf.com/athletes/bernardita-gomez,ranking-geral-no-gi,juvenile,purple,feather,female
Ecaterina Mahu,24,8,https://ibjjf.com/athletes/ecaterina-mahu,ranking-geral-no-gi,juvenile,purple,feather,female
Natalia P Arizmendez,189,1,https://ibjjf.com/athletes/natalia-arizmendez,ranking-geral-no-gi,kids,purple,feather,female
Andrea Tang,180,2,https://ibjjf.com/athletes/andrea-tang,ranking-geral-no-gi,kids,purple,feather,female
Sarah Nalani Medoff,123,3,https://ibjjf.com/athletes/sarah-medoff,ranking-geral-no-gi,kids,purple,feather,female
Yamê Cherici,72,4,https://ibjjf.com/athletes/yame-cherici,ranking-geral-no-gi,kids,purple,feather,female
María Patrícia Paiva da Silva,27,5,https://ibjjf.com/athletes/maria-silva-cdac6c56134c,ranking-geral-no-gi,kids,purple,feather,female
Robyn Lucas,27,5,https://ibjjf.com/athletes/robyn-lucas,ranking-geral-no-gi,kids,purple,feather,female
Cindy Stephanie Mata,27,5,https://ibjjf.com/athletes/cindy-mata,ranking-geral-no-gi,kids,purple,feather,female
Carla Andrea Fleming Muñoz,24,8,https://ibjjf.com/athletes/carla-munoz,ranking-geral-no-gi,kids,purple,feather,female
Bernardita Beatriz C. Gómez,24,8,https://ibjjf.com/athletes/bernardita-gomez,ranking-geral-no-gi,kids,purple,feather,female
Ecaterina Mahu,24,8,https://ibjjf.com/athletes/ecaterina-mahu,ranking-geral-no-gi,kids,purple,feather,female
Cara Linda Du Plessis,189,1,https://ibjjf.com/athletes/cara-plessis,ranking-geral-no-gi,adult,blue,feather,female
Lorenna Souza Pereira,156,2,https://ibjjf.com/athletes/lorenna-pereira,ranking-geral-no-gi,adult,blue,feather,female
Melanie Yohann Matos,99,3,https://ibjjf.com/athletes/melanie-matos,ranking-geral-no-gi,adult,blue,feather,female
Phoebe Lowell,83,4,https://ibjjf.com/athletes/phoebe-lowell,ranking-geral-no-gi,adult,blue,feather,female
Isabelle Catherine Butts,80,5,https://ibjjf.com/athletes/isabelle-butts,ranking-geral-no-gi,adult,blue,feather,female
Jaqueline Geihe,72,6,https://ibjjf.com/athletes/jaqueline-geihe,ranking-geral-no-gi,adult,blue,feather,female
Giselle Vasconcelos Barbosa Martins,54,7,https://ibjjf.com/athletes/giselle-martins,ranking-geral-no-gi,adult,blue,feather,female
Faith Ann Harry,54,7,https://ibjjf.com/athletes/faith,ranking-geral-no-gi,adult,blue,feather,female
Karla Lorena Calderón Sevilla,45,9,https://ibjjf.com/athletes/karla-sevilla,ranking-geral-no-gi,adult,blue,feather,female
Kyra Elizabeth Frank,42,10,https://ibjjf.com/athletes/kyra-frank,ranking-geral-no-gi,adult,blue,feather,female
Ariel Michele Overstreet,279,1,https://ibjjf.com/athletes/ariel-overstreet,ranking-geral-no-gi,master,blue,feather,female
Mireille Milad,72,2,https://ibjjf.com/athletes/mireille-milad,ranking-geral-no-gi,master,blue,feather,female
Melissa Oddessa Parker,63,3,https://ibjjf.com/athletes/melissa-parker,ranking-geral-no-gi,master,blue,feather,female
Allene Dawn Somera,45,4,https://ibjjf.com/athletes/allene-somera,ranking-geral-no-gi,master,blue,feather,female
Lillian Rong,42,5,https://ibjjf.com/athletes/lillian-rong,ranking-geral-no-gi,master,blue,feather,female
Alita Martinique Brooks,35,6,https://ibjjf.com/athletes/alita-brooks,ranking-geral-no-gi,master,blue,feather,female
Johnemmi Joyce Thiel,33,7,https://ibjjf.com/athletes/johnemmi-thiel,ranking-geral-no-gi,master,blue,feather,female
Adrienne Nadine Saunders,30,8,https://ibjjf.com/athletes/adrienne-saunders,ranking-geral-no-gi,master,blue,feather,female
Taise Mazurek,27,9,https://ibjjf.com/athletes/taise-mazurek,ranking-geral-no-gi,master,blue,feather,female
Qinzhuola Qi,27,9,https://ibjjf.com/athletes/qinzhuola-qi,ranking-geral-no-gi,master,blue,feather,female
Ariel Michele Overstreet,279,1,https://ibjjf.com/athletes/ariel-overstreet,ranking-geral-no-gi,juvenile,blue,feather,female
Mireille Milad,72,2,https://ibjjf.com/athletes/mireille-milad,ranking-geral-no-gi,juvenile,blue,feather,female
Melissa Oddessa Parker,63,3,https://ibjjf.com/athletes/melissa-parker,ranking-geral-no-gi,juvenile,blue,feather,female
Allene Dawn Somera,45,4,https://ibjjf.com/athletes/allene-somera,ranking-geral-no-gi,juvenile,blue,feather,female
Lillian Rong,42,5,https://ibjjf.com/athletes/lillian-rong,ranking-geral-no-gi,juvenile,blue,feather,female
Alita Martinique Brooks,35,6,https://ibjjf.com/athletes/alita-brooks,ranking-geral-no-gi,juvenile,blue,feather,female
Johnemmi Joyce Thiel,33,7,https://ibjjf.com/athletes/johnemmi-thiel,ranking-geral-no-gi,juvenile,blue,feather,female
Adrienne Nadine Saunders,30,8,https://ibjjf.com/athletes/adrienne-saunders,ranking-geral-no-gi,juvenile,blue,feather,female
Taise Mazurek,27,9,https://ibjjf.com/athletes/taise-mazurek,ranking-geral-no-gi,juvenile,blue,feather,female
Qinzhuola Qi,27,9,https://ibjjf.com/athletes/qinzhuola-qi,ranking-geral-no-gi,juvenile,blue,feather,female
Ariel Michele Overstreet,279,1,https://ibjjf.com/athletes/ariel-overstreet,ranking-geral-no-gi,kids,blue,feather,female
Mireille Milad,72,2,https://ibjjf.com/athletes/mireille-milad,ranking-geral-no-gi,kids,blue,feather,female
Melissa Oddessa Parker,63,3,https://ibjjf.com/athletes/melissa-parker,ranking-geral-no-gi,kids,blue,feather,female
Allene Dawn Somera,45,4,https://ibjjf.com/athletes/allene-somera,ranking-geral-no-gi,kids,blue,feather,female
Lillian Rong,42,5,https://ibjjf.com/athletes/lillian-rong,ranking-geral-no-gi,kids,blue,feather,female
Alita Martinique Brooks,35,6,https://ibjjf.com/athletes/alita-brooks,ranking-geral-no-gi,kids,blue,feather,female
Johnemmi Joyce Thiel,33,7,https://ibjjf.com/athletes/johnemmi-thiel,ranking-geral-no-gi,kids,blue,feather,female
Adrienne Nadine Saunders,30,8,https://ibjjf.com/athletes/adrienne-saunders,ranking-geral-no-gi,kids,blue,feather,female
Taise Mazurek,27,9,https://ibjjf.com/athletes/taise-mazurek,ranking-geral-no-gi,kids,blue,feather,female
Qinzhuola Qi,27,9,https://ibjjf.com/athletes/qinzhuola-qi,ranking-geral-no-gi,kids,blue,feather,female
Lucas Sette C. Valente Tobias,198,1,https://ibjjf.com/athletes/lucas-tobias,ranking-geral-no-gi,adult,black,light,male
Lucas Emanuel da Silva,159,2,https://ibjjf.com/athletes/lucas-silva-ce5706eca0d2,ranking-geral-no-gi,adult,black,light,male
Carlos Henrique Costa Campos,129,3,https://ibjjf.com/athletes/carlos-536231bc94ab,ranking-geral-no-gi,adult,black,light,male
Deandre Villarama Corbe,128,4,https://ibjjf.com/athletes/deandre-corbe,ranking-geral-no-gi,adult,black,light,male
Dante Scott Leon,126,5,https://ibjjf.com/athletes/dante-leon,ranking-geral-no-gi,adult,black,light,male
Leonardo Domingos Costa Benedito,124,6,https://ibjjf.com/athletes/leonardo-benedito,ranking-geral-no-gi,adult,black,light,male
Ruan Tiago Alvarenga,117,7,https://ibjjf.com/athletes/ruan-alvarenga,ranking-geral-no-gi,adult,black,light,male
Marcus John Phelan,94,8,https://ibjjf.com/athletes/marcus-phelan,ranking-geral-no-gi,adult,black,light,male
Richar Emiliano Nogueira,89,9,https://ibjjf.com/athletes/richar-nogueira,ranking-geral-no-gi,adult,black,light,male
Gianni Paul Grippo,72,10,https://ibjjf.com/athletes/gianni-grippo,ranking-geral-no-gi,adult,black,light,male
Lucas de Araujo Gomes,477,1,https://ibjjf.com/athletes/lucas-gomes,ranking-geral-no-gi,master,black,light,male
Ermilio Lucas Ferreira Lima,146,2,https://ibjjf.com/athletes/ermilio-lima,ranking-geral-no-gi,master,black,light,male
Eduardo Micael Bastezini,144,3,https://ibjjf.com/athletes/eduardo-bastezini,ranking-geral-no-gi,master,black,light,male
Lucas Vinícius Modesto,117,4,https://ibjjf.com/athletes/lucas-modesto,ranking-geral-no-gi,master,black,light,male
Rodrigo Lamounier de Freitas,96,5,https://ibjjf.com/athletes/rodrigo-freitas,ranking-geral-no-gi,master,black,light,male
Gabriel Marangoni de Oliveira,81,6,https://ibjjf.com/athletes/gabriel-oliveira-baffc0854399,ranking-geral-no-gi,master,black,light,male
Tyler James Scalisi,80,7,https://ibjjf.com/athletes/tyler-scalisi,ranking-geral-no-gi,master,black,light,male
Stephen Adam Fritz,76,8,https://ibjjf.com/athletes/stephen-fritz,ranking-geral-no-gi,master,black,light,male
Samir José Chantre Dahás,72,9,https://ibjjf.com/athletes/samir-dahas,ranking-geral-no-gi,master,black,light,male
Jan Andreas Basso,72,9,https://ibjjf.com/athletes/jan-basso,ranking-geral-no-gi,master,black,light,male
Lucas de Araujo Gomes,477,1,https://ibjjf.com/athletes/lucas-gomes,ranking-geral-no-gi,juvenile,black,light,male
Ermilio Lucas Ferreira Lima,146,2,https://ibjjf.com/athletes/ermilio-lima,ranking-geral-no-gi,juvenile,black,light,male
Eduardo Micael Bastezini,144,3,https://ibjjf.com/athletes/eduardo-bastezini,ranking-geral-no-gi,juvenile,black,light,male
Lucas Vinícius Modesto,117,4,https://ibjjf.com/athletes/lucas-modesto,ranking-geral-no-gi,juvenile,black,light,male
Rodrigo Lamounier de Freitas,96,5,https://ibjjf.com/athletes/rodrigo-freitas,ranking-geral-no-gi,juvenile,black,light,male
Gabriel Marangoni de Oliveira,81,6,https://ibjjf.com/athletes/gabriel-oliveira-baffc0854399,ranking-geral-no-gi,juvenile,black,light,male
Tyler James Scalisi,80,7,https://ibjjf.com/athletes/tyler-scalisi,ranking-geral-no-gi,juvenile,black,light,male
